transaction_amount,transaction_time,transaction_type,location_distance_km,is_international,past_fraud_history,fraud
1327.95,0,Online,180.9,0,0,0
949.79,17,Online,85.37,0,2,0
1688.5,11,POS,433.39,0,0,0
1611.53,12,Online,197.12,0,4,0
1171.12,8,ATM,462.44,0,5,0
1736.67,1,ATM,423.88,0,4,0
412.48,4,Online,188.32,0,1,0
224.73,12,ATM,286.96,0,4,0
540.23,15,Online,13.59,0,4,0
115.12,15,ATM,131.61,0,5,0
1062.81,23,POS,355.14,0,0,0
1873.27,2,ATM,338.96,0,1,1
79.65,21,POS,176.68,0,1,0
245.1,3,POS,404.3,1,2,0
904.95,10,Online,117.92,1,5,1
1867.82,22,POS,230.64,0,3,1
633.0,13,ATM,236.27,0,2,0
1014.96,2,ATM,170.41,0,2,0
84.1,15,POS,477.33,0,2,0
297.54,21,Online,348.34,0,1,0
1973.27,14,POS,269.6,0,0,1
1930.27,9,ATM,255.26,0,4,1
10.88,8,ATM,79.65,0,1,0
1903.67,10,POS,186.09,0,4,0
1278.6,15,POS,336.39,0,4,1
1735.97,9,POS,462.29,0,3,0
910.02,16,ATM,408.23,0,2,0
1031.68,18,ATM,150.19,0,3,0
978.2,1,ATM,216.98,0,2,0
1334.06,23,Online,41.46,0,1,0
280.16,22,ATM,51.09,0,4,0
60.92,1,ATM,235.12,0,3,0
616.55,5,Online,265.11,0,5,1
1409.66,18,Online,132.01,0,1,0
404.51,7,Online,321.39,0,1,0
1347.19,2,Online,351.69,0,5,0
1939.85,13,Online,149.56,0,2,0
188.71,15,Online,379.21,0,4,0
1345.53,0,POS,102.8,0,2,0
888.06,20,POS,272.13,0,2,0
1736.42,2,POS,402.14,0,1,0
355.12,21,POS,268.5,1,2,0
1385.56,17,ATM,453.98,1,0,0
1676.39,8,Online,29.25,0,5,1
1889.28,5,ATM,294.16,0,5,0
1366.81,22,Online,280.88,0,4,0
994.85,20,Online,330.18,0,5,0
1236.08,0,ATM,416.7,0,2,0
1737.94,20,POS,362.93,0,2,0
1141.65,9,ATM,395.14,0,3,0
61.74,5,ATM,144.41,0,4,0
1861.97,22,Online,193.75,0,4,0
1379.36,11,Online,313.39,0,5,0
1353.35,3,Online,276.73,0,2,0
432.13,12,POS,480.55,0,0,0
1318.11,16,ATM,93.42,0,3,0
788.33,7,ATM,175.64,0,0,0
1302.81,19,POS,286.38,0,2,0
214.08,2,ATM,433.98,0,4,0
1316.03,11,ATM,464.67,1,4,0
1998.83,6,Online,168.02,0,0,0
97.38,11,POS,33.55,0,1,0
1954.37,1,Online,210.81,0,2,0
814.41,23,POS,197.17,0,4,1
1741.64,13,Online,493.24,0,5,1
1564.99,21,ATM,215.53,0,1,0
1134.47,22,POS,152.86,0,4,0
1477.16,4,POS,182.69,0,5,0
1757.15,8,Online,198.46,0,4,0
808.88,20,POS,410.77,1,1,1
654.74,10,ATM,40.51,0,0,0
1335.52,4,ATM,158.25,0,2,0
1615.88,2,ATM,483.16,0,1,0
1524.81,16,Online,76.55,0,1,0
1595.83,1,POS,371.3,1,4,0
871.73,23,Online,178.2,0,5,0
1635.85,0,ATM,290.89,0,1,0
241.3,6,POS,49.77,0,2,0
1089.43,13,ATM,153.21,0,0,0
12.51,4,POS,250.43,0,5,0
649.85,18,POS,115.85,0,0,0
733.56,10,Online,270.93,0,0,0
792.95,22,POS,109.88,0,2,0
1391.24,1,ATM,325.05,0,4,0
777.73,7,POS,452.18,0,5,0
897.94,8,ATM,42.74,0,5,0
475.85,2,Online,108.31,0,2,0
747.13,1,ATM,422.21,0,5,0
455.31,6,POS,315.78,0,1,0
147.32,4,ATM,39.35,0,3,0
1207.29,20,ATM,243.18,0,3,0
1336.76,4,POS,104.88,0,3,0
1239.36,19,ATM,99.55,0,0,0
927.52,12,POS,470.32,0,5,0
760.19,20,Online,380.77,0,2,0
1726.8,19,ATM,348.12,0,5,1
1038.64,5,Online,119.46,0,2,0
958.88,19,ATM,59.29,0,5,0
52.26,17,ATM,435.42,0,0,0
683.15,1,Online,2.94,0,1,0
761.01,5,ATM,194.05,0,3,0
798.25,8,ATM,138.81,0,3,0
1160.76,2,Online,285.19,0,5,0
1067.67,0,ATM,125.25,0,0,0
1216.2,0,POS,155.6,0,3,0
1530.0,18,ATM,425.02,0,5,0
1626.16,4,ATM,301.59,0,4,0
1436.53,12,ATM,72.84,1,5,1
1911.09,18,Online,363.24,0,2,0
37.45,11,POS,103.73,0,3,0
392.36,15,POS,216.5,0,3,0
16.12,18,ATM,323.3,0,4,0
1295.3,2,Online,135.96,0,1,0
1796.16,11,Online,192.05,0,5,1
487.72,4,POS,367.07,0,1,0
1854.14,1,Online,468.96,1,5,1
121.47,21,ATM,264.62,0,4,1
1868.94,6,ATM,4.99,0,1,1
703.89,12,Online,169.23,0,0,0
203.74,14,ATM,199.32,0,4,0
972.26,21,POS,169.59,0,5,1
514.3,2,ATM,218.13,0,2,0
570.46,20,Online,316.33,0,2,0
615.27,19,POS,60.56,0,2,0
1606.25,4,ATM,136.32,0,5,0
1078.78,23,POS,253.82,0,3,0
623.3,7,Online,157.79,1,4,0
1221.06,21,ATM,495.54,0,4,0
1432.59,0,ATM,215.72,0,1,0
545.98,7,POS,434.9,0,4,0
827.68,23,ATM,448.25,0,4,0
244.65,17,ATM,418.0,0,1,0
363.12,19,ATM,23.45,0,4,0
1362.55,15,ATM,473.87,0,4,0
363.7,17,Online,64.37,0,0,0
1050.8,19,ATM,17.2,0,5,0
1418.38,11,POS,207.18,1,1,0
214.65,12,Online,97.32,0,0,0
1135.06,12,POS,92.1,0,3,0
513.87,9,POS,143.91,0,1,0
1925.89,6,POS,124.2,0,5,1
967.61,13,Online,342.4,0,4,0
1612.18,23,Online,93.39,0,4,1
1100.9,15,Online,271.56,1,0,1
87.78,14,ATM,493.21,0,0,0
1266.67,11,POS,216.19,0,3,1
1902.86,8,Online,320.94,0,3,0
1203.62,7,POS,484.69,0,5,0
1638.56,17,Online,68.82,0,4,0
1768.53,22,Online,209.3,0,2,0
456.93,17,Online,425.1,0,3,0
424.88,12,POS,466.15,0,4,0
1222.35,17,ATM,300.62,0,3,0
822.65,14,Online,71.71,0,1,0
1679.88,3,Online,450.74,0,0,0
1800.15,16,Online,87.22,1,4,1
707.49,4,ATM,176.44,0,3,1
474.5,21,POS,187.75,0,0,0
1561.27,15,POS,223.65,0,2,0
550.34,8,POS,395.08,0,3,0
1645.41,9,POS,401.07,0,4,0
848.05,23,Online,359.83,0,1,0
1335.43,17,ATM,11.06,0,0,0
191.98,16,Online,282.42,0,0,0
1248.09,17,ATM,373.75,0,1,0
904.08,6,POS,222.31,0,4,0
1173.63,3,ATM,472.47,0,5,0
336.86,4,Online,411.91,0,2,0
1474.01,22,Online,319.08,0,5,0
1725.73,15,POS,31.21,0,1,0
434.26,2,Online,326.17,0,2,0
192.33,17,Online,455.79,0,4,0
48.25,22,ATM,189.72,0,3,0
1284.3,20,Online,419.07,0,3,1
1214.58,13,POS,156.58,0,5,1
1093.85,14,POS,285.05,0,4,1
464.66,16,Online,324.21,0,2,0
782.42,0,POS,339.0,0,5,1
1189.36,20,ATM,441.27,0,1,0
994.04,16,ATM,117.31,0,5,0
1975.58,22,Online,131.18,0,4,1
273.74,10,Online,352.02,0,4,0
1390.59,16,ATM,88.6,0,3,0
809.23,13,POS,232.14,0,1,0
856.97,19,Online,10.02,0,3,0
1435.48,18,Online,70.49,0,2,0
1385.18,20,POS,339.42,0,2,0
1982.52,6,Online,373.73,0,0,0
257.66,23,POS,57.66,0,4,0
209.12,12,POS,113.85,0,1,0
1448.95,17,POS,49.45,0,1,0
1157.2,22,POS,216.71,0,3,0
549.05,13,POS,63.06,0,5,1
159.76,0,ATM,218.65,0,5,0
172.23,6,POS,366.05,0,3,0
1788.49,7,ATM,341.69,0,5,0
384.54,17,POS,140.23,0,1,0
647.42,8,Online,336.88,0,3,0
454.09,0,ATM,463.86,0,5,1
710.64,21,Online,173.76,0,0,0
139.78,16,POS,164.56,0,4,0
1038.6,18,POS,285.72,0,0,0
136.16,5,Online,122.75,0,5,0
1600.91,2,POS,325.79,0,2,0
468.19,23,Online,416.13,0,1,0
1080.48,4,POS,229.66,0,0,0
1760.28,1,POS,339.75,0,0,0
1302.1,19,ATM,325.94,0,3,0
1066.38,3,Online,19.33,0,3,0
649.34,9,POS,91.71,0,3,0
666.67,9,Online,446.77,1,5,0
1339.3,23,ATM,469.45,0,2,0
1988.28,20,Online,390.22,1,0,1
1324.02,10,ATM,460.62,0,4,1
1116.01,15,Online,153.07,0,3,0
1461.57,16,Online,123.86,0,2,0
930.95,15,ATM,192.15,0,5,0
121.22,6,POS,27.67,0,2,0
1125.03,15,POS,404.94,0,3,1
1915.29,2,POS,492.09,1,1,1
351.43,15,Online,412.01,0,0,0
1380.32,7,Online,277.49,0,3,0
402.67,11,POS,147.64,0,4,1
1072.12,2,Online,98.85,0,0,0
194.26,16,Online,182.03,0,2,0
901.29,20,POS,333.48,0,4,0
1512.57,17,ATM,223.53,0,0,1
695.8,10,Online,467.03,0,4,0
1330.16,3,Online,427.11,0,2,0
1591.1,15,Online,51.2,0,3,0
1854.43,16,Online,65.76,0,4,0
470.05,8,ATM,338.12,0,3,0
799.23,5,POS,115.38,1,2,0
305.68,23,Online,395.51,0,2,0
1984.97,19,POS,295.68,0,4,0
1854.07,1,Online,114.92,0,4,0
1080.37,8,ATM,239.34,0,2,0
1684.22,20,POS,203.04,0,4,1
1042.39,5,ATM,436.58,0,4,0
1247.55,2,Online,16.08,0,4,1
179.16,19,ATM,447.92,0,5,0
1510.79,5,ATM,326.04,0,4,1
256.3,6,Online,368.77,0,0,0
1652.31,0,Online,1.3,0,2,0
1564.27,22,POS,314.12,0,2,0
1417.78,0,Online,294.24,0,1,0
73.28,4,POS,268.6,0,3,1
606.95,5,ATM,392.93,0,1,1
526.96,12,ATM,277.94,0,4,0
720.91,1,POS,428.55,0,4,0
176.2,14,Online,116.32,0,0,0
1873.98,14,Online,402.99,1,0,0
1108.05,12,ATM,89.66,0,0,0
611.74,13,POS,406.56,0,0,0
794.57,21,ATM,470.23,0,0,0
894.96,6,ATM,167.85,0,0,0
1201.59,13,Online,264.94,0,0,0
1031.84,23,POS,329.16,0,0,0
1838.86,9,ATM,39.74,0,5,0
994.43,16,Online,247.04,0,0,0
1984.32,13,ATM,180.29,0,2,0
1703.0,7,ATM,436.23,0,0,0
417.81,3,Online,438.34,0,3,0
1861.26,15,Online,350.39,0,0,0
233.62,23,POS,327.86,0,5,0
1635.08,12,ATM,366.84,0,4,1
761.87,21,POS,182.99,0,5,0
1756.07,19,Online,202.26,0,5,0
1736.25,17,Online,276.85,0,4,0
1612.04,13,ATM,469.01,0,0,0
1580.27,17,POS,362.0,0,0,0
610.05,4,POS,275.49,0,4,1
162.76,8,ATM,385.21,0,3,0
806.56,2,ATM,185.45,0,1,0
347.88,7,POS,365.23,0,2,0
1390.21,19,Online,205.34,0,4,0
692.85,21,Online,139.83,0,0,0
1951.24,9,ATM,304.86,0,2,0
1282.3,21,POS,343.44,0,0,0
1645.14,18,POS,229.65,0,1,0
265.92,20,POS,282.75,0,1,0
1724.17,2,Online,347.03,0,4,0
1845.59,10,Online,383.86,0,2,0
974.64,10,POS,447.79,0,5,0
1212.9,16,POS,177.27,0,2,0
1529.85,15,ATM,475.74,0,5,0
350.5,6,ATM,318.64,0,1,0
1005.63,3,POS,393.85,0,0,0
797.93,22,POS,349.88,0,5,0
293.6,18,Online,102.79,0,5,0
735.7,11,POS,35.72,0,4,0
137.28,14,ATM,363.14,0,3,0
52.6,10,Online,255.53,0,1,0
271.2,4,ATM,351.11,0,5,0
1926.27,4,ATM,238.42,0,1,0
1099.51,14,Online,156.12,0,4,1
1931.68,17,ATM,142.51,0,0,0
865.56,10,POS,365.27,0,2,0
624.32,11,ATM,138.39,0,1,0
1012.78,1,Online,357.34,0,4,0
879.58,19,Online,191.98,0,4,0
212.22,14,Online,385.45,0,4,1
1282.01,19,ATM,71.4,0,2,0
432.86,3,POS,102.49,0,1,0
1239.56,21,Online,342.96,0,5,0
1300.75,17,POS,280.12,0,4,0
304.9,5,Online,101.94,0,2,0
123.64,22,POS,451.41,0,0,0
1561.74,18,POS,137.97,0,3,0
920.14,10,POS,210.54,0,1,0
117.27,23,Online,101.14,0,2,0
1989.74,1,ATM,194.01,0,3,0
116.5,7,ATM,245.82,0,3,1
1390.38,10,ATM,147.62,0,2,1
1967.37,4,POS,384.55,0,5,0
479.12,17,Online,196.97,0,5,0
285.36,22,POS,364.75,0,2,0
243.65,17,Online,103.54,0,2,0
607.25,13,POS,188.52,0,4,1
202.99,21,Online,4.03,0,0,0
1384.63,9,Online,379.32,0,5,0
125.52,2,Online,312.94,0,4,0
1019.33,8,POS,408.91,0,3,1
1993.4,2,ATM,227.81,0,3,0
1628.13,10,POS,399.87,0,3,1
1230.82,11,POS,323.79,0,2,0
613.2,11,Online,1.81,0,1,0
1248.17,2,Online,126.85,0,4,0
1054.56,20,ATM,246.95,0,1,0
852.74,6,ATM,309.34,0,0,0
262.29,13,Online,32.8,0,0,0
1773.32,23,ATM,352.54,1,4,1
900.12,10,ATM,271.77,0,3,0
390.05,6,Online,262.89,1,5,1
736.15,20,POS,146.02,0,0,0
828.85,9,ATM,297.41,0,1,0
1655.25,10,Online,13.75,0,1,0
1467.5,14,ATM,32.35,0,5,1
1538.84,18,ATM,366.94,1,2,0
23.05,15,Online,160.95,0,3,0
832.89,21,ATM,173.48,0,2,0
963.21,20,ATM,104.19,0,4,0
39.37,19,ATM,222.81,1,0,0
520.37,11,POS,26.0,0,5,1
1520.82,17,POS,150.18,0,5,0
275.08,22,ATM,263.56,0,5,0
1071.08,12,Online,232.82,0,2,0
431.19,4,ATM,499.83,0,2,0
25.23,3,ATM,194.38,0,4,0
483.16,13,POS,193.5,0,1,1
1951.77,7,POS,251.79,0,1,0
1603.27,8,POS,95.15,1,4,0
1919.19,18,ATM,438.15,0,5,1
976.22,2,ATM,286.13,0,1,0
220.36,4,Online,96.05,0,4,0
1096.37,20,ATM,396.72,0,1,0
909.3,17,ATM,17.17,0,4,0
1688.87,0,POS,491.28,1,1,1
197.07,7,POS,432.57,0,5,0
976.99,18,POS,289.82,0,2,0
300.95,16,POS,55.65,0,2,0
650.03,16,POS,107.64,0,5,0
1474.98,10,Online,139.72,0,1,0
952.56,1,Online,120.52,0,5,1
752.4,5,Online,248.76,0,4,0
789.56,21,POS,472.28,0,2,0
919.43,13,POS,222.09,1,0,1
1570.25,2,POS,330.78,0,1,0
1784.28,11,Online,344.29,0,0,0
1910.71,3,POS,435.79,0,0,0
1574.02,11,Online,16.91,0,3,1
631.5,12,POS,202.17,0,0,0
1376.58,1,ATM,392.37,0,0,0
875.77,1,Online,407.43,0,5,1
510.09,14,ATM,463.67,1,3,0
1681.9,22,Online,351.4,0,3,0
77.81,16,POS,122.58,0,3,0
1803.62,6,POS,252.83,0,4,0
923.49,13,ATM,16.17,0,3,0
1274.77,11,POS,323.46,0,5,0
1319.05,16,Online,277.15,0,4,0
1790.34,13,POS,333.42,0,1,0
1273.7,5,POS,465.07,1,4,1
1228.25,18,Online,343.64,0,1,0
134.24,23,ATM,160.22,0,3,0
1037.3,5,ATM,99.37,0,3,1
301.19,17,POS,427.32,0,1,0
1475.13,23,Online,97.17,0,2,0
1024.93,4,ATM,80.8,0,5,0
1360.78,23,ATM,103.31,0,4,0
84.3,23,POS,254.42,0,5,0
170.5,5,Online,62.09,1,5,0
1432.93,1,ATM,469.06,0,0,0
145.1,7,POS,483.13,0,3,1
143.44,14,POS,486.9,0,4,1
25.2,14,POS,19.56,0,5,1
1913.05,10,POS,473.1,0,4,1
1475.28,21,ATM,498.71,0,5,0
707.15,21,Online,471.21,0,3,0
593.77,23,POS,335.47,0,5,0
700.06,0,POS,350.62,0,1,0
1549.53,17,ATM,61.13,0,3,0
1323.08,11,POS,437.15,0,4,0
371.21,11,POS,29.82,0,2,0
349.04,10,Online,158.87,0,5,1
197.69,7,POS,495.58,0,1,0
1320.95,6,ATM,211.16,1,3,0
1528.98,22,Online,65.58,0,0,0
530.83,20,ATM,484.65,0,3,0
42.87,1,Online,492.07,1,4,1
165.26,10,Online,93.52,0,4,1
1935.75,21,POS,432.4,0,0,0
591.59,9,POS,195.21,0,1,0
1538.68,2,POS,190.68,1,4,1
1249.7,19,ATM,131.35,0,1,0
764.5,9,POS,22.36,0,1,0
412.17,17,POS,134.0,0,3,0
243.65,13,Online,26.89,0,1,0
1230.41,17,POS,462.19,0,5,0
1549.49,23,POS,330.86,0,4,1
1288.16,7,POS,443.31,0,4,0
1061.07,9,POS,358.65,1,2,1
84.86,21,Online,65.64,0,1,0
1937.01,12,POS,470.29,0,2,0
1597.63,20,Online,449.95,0,3,1
586.35,7,ATM,174.04,0,2,0
1959.96,3,POS,55.77,0,1,1
1204.16,3,POS,352.08,0,4,0
1165.26,4,POS,364.18,0,3,1
1496.4,0,Online,448.41,0,1,0
1623.73,16,POS,26.33,0,3,1
1313.3,1,POS,70.85,0,0,0
257.06,7,ATM,299.12,0,1,0
677.2,6,Online,309.57,1,0,0
1856.24,14,Online,16.8,0,2,0
450.01,4,ATM,198.47,0,1,0
744.96,1,Online,292.08,0,0,0
864.72,6,POS,368.96,0,5,0
879.37,7,POS,158.08,0,4,0
1226.27,6,ATM,241.95,0,2,0
1886.21,6,Online,407.03,0,1,0
482.14,13,Online,476.95,0,1,0
243.88,20,Online,115.16,0,4,0
395.74,17,ATM,126.52,0,4,1
1773.96,5,POS,469.91,0,0,0
1291.98,3,ATM,197.96,0,0,0
572.53,9,POS,359.17,0,0,0
1632.08,17,ATM,306.13,0,3,0
1722.88,11,POS,142.79,0,2,0
1693.18,15,Online,326.78,0,1,0
1837.93,6,Online,327.78,0,2,0
505.23,5,Online,296.22,0,4,0
1510.33,4,ATM,49.83,0,5,1
921.62,2,ATM,497.59,0,2,0
1684.16,11,ATM,200.21,0,2,1
1457.25,14,Online,319.13,0,0,0
1553.12,9,POS,442.88,0,4,0
1312.67,19,Online,211.64,0,2,0
355.68,18,Online,386.96,0,1,0
1090.51,15,POS,485.91,0,0,0
1969.35,10,POS,179.47,0,2,0
1874.84,7,POS,202.63,0,4,0
87.3,2,POS,452.79,0,5,0
330.46,22,Online,79.82,0,1,0
264.33,6,ATM,14.3,0,5,0
1452.23,22,Online,454.44,0,4,0
1635.75,6,POS,410.8,1,4,1
427.81,13,ATM,486.29,0,4,0
1012.2,1,ATM,29.12,0,5,0
1681.57,9,Online,78.09,0,3,0
1465.87,18,Online,52.66,0,1,0
1084.93,8,Online,341.71,0,4,1
1181.11,15,ATM,303.01,0,3,0
1017.21,18,ATM,179.67,0,0,0
595.8,17,ATM,28.71,0,3,0
1130.48,8,POS,319.83,0,0,0
1378.08,15,POS,285.06,0,5,0
1746.77,12,Online,56.45,0,3,0
1272.95,9,ATM,454.45,0,5,0
1522.48,19,Online,99.47,0,4,1
320.98,13,ATM,371.75,0,3,0
923.65,11,Online,442.54,0,3,1
19.65,18,POS,289.74,0,4,0
494.11,6,ATM,123.42,0,0,0
1453.2,22,POS,154.62,0,4,0
1983.63,14,ATM,442.87,0,1,0
199.26,15,Online,149.13,0,3,0
803.59,7,ATM,373.1,0,1,0
1600.34,9,POS,495.08,0,4,0
408.87,3,ATM,499.91,0,5,1
1110.61,18,Online,266.74,0,4,0
1466.41,18,ATM,413.28,0,2,0
1232.35,20,POS,495.12,0,1,0
376.86,14,Online,187.34,1,2,0
711.41,13,POS,126.2,0,1,0
1567.8,0,ATM,57.12,0,5,1
1108.9,15,POS,70.45,0,2,0
11.45,9,ATM,426.78,0,2,0
1522.22,18,Online,294.36,0,1,0
71.59,21,POS,436.85,0,4,0
1491.72,2,POS,394.73,0,0,0
405.76,4,ATM,336.87,0,4,0
1916.19,8,POS,304.66,0,0,0
736.51,17,POS,24.17,0,1,0
654.54,10,Online,436.14,0,3,1
298.63,15,ATM,208.92,0,4,0
611.9,1,ATM,279.89,0,2,0
1753.42,11,Online,10.98,0,4,0
1992.67,21,Online,468.04,0,1,0
737.25,5,ATM,451.37,0,3,0
897.77,10,Online,271.64,0,3,1
1444.42,7,Online,288.66,0,4,0
1772.51,11,Online,352.51,0,4,0
1186.5,1,ATM,132.35,0,5,0
783.66,8,Online,110.96,0,4,0
825.83,14,POS,337.01,0,1,0
1391.54,1,POS,52.21,0,0,0
7.43,0,ATM,227.03,0,5,1
1239.56,9,Online,246.38,0,0,0
711.63,1,POS,190.67,0,2,0
1588.6,11,ATM,92.63,0,1,0
186.89,22,POS,177.66,0,5,0
1176.82,7,Online,168.78,0,3,1
962.46,4,ATM,249.63,0,5,0
1285.01,21,POS,337.34,0,2,0
130.64,0,ATM,484.12,0,3,0
1160.39,14,POS,72.08,0,5,0
1123.41,5,POS,436.51,0,3,0
1121.76,11,Online,142.09,0,4,0
1207.37,7,Online,295.69,0,3,0
1353.26,12,POS,273.37,0,5,0
1610.17,18,ATM,278.47,0,3,0
540.37,0,ATM,361.68,0,1,0
1650.27,10,Online,190.84,0,4,0
997.01,19,POS,159.55,0,4,1
155.04,0,Online,426.42,0,2,0
118.04,7,POS,110.05,0,4,0
669.14,4,POS,90.12,0,0,0
1570.01,16,Online,7.8,0,1,0
1415.65,7,ATM,105.29,0,2,0
1577.44,9,Online,259.27,0,0,0
1035.02,1,POS,269.25,0,3,0
880.96,8,Online,127.21,0,0,0
295.76,23,ATM,36.14,0,2,0
657.06,22,ATM,372.32,0,4,0
868.6,2,POS,378.99,0,1,0
178.11,17,Online,498.92,0,2,0
442.0,6,ATM,450.01,0,0,0
1196.85,14,Online,463.03,0,0,0
1471.59,20,ATM,399.1,0,2,0
1996.7,21,POS,307.75,0,5,1
1866.29,19,POS,64.27,0,5,0
1285.49,17,Online,311.16,0,2,0
843.07,2,POS,27.98,0,5,0
1272.72,22,ATM,442.65,0,2,0
1571.52,13,POS,240.91,0,4,0
237.55,23,ATM,348.74,0,2,0
820.4,1,ATM,26.12,0,3,0
1679.76,13,POS,267.12,0,1,0
768.28,21,ATM,150.63,1,1,0
1144.17,10,ATM,142.48,0,3,0
1175.95,15,Online,194.83,1,0,0
369.77,7,Online,0.32,0,0,0
725.11,6,Online,233.33,0,0,0
669.69,10,POS,243.28,0,0,0
53.37,2,Online,431.57,0,4,0
49.36,16,ATM,224.26,0,3,0
1663.56,13,POS,181.78,0,1,0
546.87,5,POS,497.37,0,3,0
1036.64,7,POS,285.61,0,1,0
598.15,21,POS,236.31,0,0,0
1881.42,4,ATM,247.97,0,4,0
519.33,7,ATM,404.59,0,2,0
859.88,1,Online,170.34,0,2,0
1745.59,14,POS,194.58,0,5,0
1684.03,11,Online,377.94,0,0,0
373.02,16,ATM,36.49,0,0,0
1605.48,0,POS,432.58,0,3,1
916.92,14,ATM,215.1,0,4,0
966.45,13,Online,290.65,0,4,1
267.83,19,ATM,378.74,0,3,0
162.12,21,POS,133.03,0,4,1
1456.15,15,POS,445.16,0,4,0
993.43,8,Online,489.61,0,2,0
874.26,0,POS,247.14,0,4,1
1459.29,16,ATM,468.47,0,0,0
1531.26,12,ATM,0.56,0,2,0
318.66,20,ATM,447.12,0,0,0
1220.84,20,ATM,155.52,0,0,0
271.57,4,Online,155.75,1,3,0
1503.0,9,ATM,114.04,1,5,0
1314.25,5,Online,158.51,0,4,0
1913.27,23,ATM,106.74,0,4,1
138.85,18,Online,452.93,0,4,0
115.05,12,ATM,449.51,0,4,1
565.09,0,ATM,51.11,0,2,0
524.15,19,Online,71.43,0,1,0
494.71,14,POS,431.01,0,0,0
1812.6,13,POS,199.47,0,5,0
499.84,7,POS,84.64,0,5,0
544.63,9,Online,255.33,0,1,0
1519.04,8,POS,208.33,0,1,0
900.03,16,POS,109.58,0,1,0
1553.64,8,Online,360.38,0,2,0
131.67,2,POS,315.64,0,1,0
975.65,10,POS,49.83,0,2,0
68.19,11,POS,462.69,0,3,1
126.24,9,Online,279.23,0,3,0
1812.97,16,Online,125.1,0,5,0
279.35,16,POS,103.15,0,3,1
1065.31,10,POS,67.97,0,2,0
822.78,21,Online,212.32,1,2,0
695.34,3,POS,67.77,0,0,0
1799.77,6,Online,207.91,0,1,0
44.62,20,POS,74.39,0,4,0
1327.92,13,Online,328.4,0,4,0
1926.83,6,ATM,392.62,0,1,1
1120.78,23,ATM,274.76,0,4,0
1873.71,7,Online,340.03,0,4,0
105.46,0,ATM,469.19,0,4,0
838.17,23,POS,319.19,0,5,0
521.06,21,Online,182.08,0,2,0
1461.91,3,Online,224.74,0,2,0
1962.61,11,POS,430.26,0,2,0
513.8,23,POS,65.36,0,1,0
1308.7,2,Online,162.87,0,3,0
397.0,12,POS,288.64,0,5,1
1131.1,19,Online,338.19,1,5,1
928.4,5,POS,381.75,0,4,1
1944.04,10,Online,159.1,0,0,0
1217.45,22,POS,72.93,0,2,0
699.66,3,POS,477.42,0,5,0
229.08,19,ATM,38.2,0,5,1
303.34,15,ATM,47.9,0,0,0
451.41,6,ATM,247.47,0,4,0
502.68,21,POS,409.64,0,5,0
1701.38,10,Online,387.25,0,5,0
1122.88,23,POS,468.85,0,3,0
1047.26,0,ATM,70.8,0,0,0
230.42,6,POS,187.86,0,4,1
1720.42,11,ATM,141.07,1,4,0
1445.91,6,ATM,430.44,0,2,0
136.27,22,Online,244.18,0,3,0
1415.96,6,Online,13.42,0,4,0
1087.53,9,ATM,353.98,0,3,0
164.37,15,ATM,194.35,0,2,0
917.14,7,POS,265.57,0,0,0
969.91,8,ATM,446.89,0,5,0
332.38,8,POS,128.37,1,5,0
1891.45,1,ATM,120.13,0,1,0
1700.1,12,Online,131.6,0,1,0
1338.38,12,Online,169.05,0,1,0
925.13,22,ATM,53.68,0,5,1
824.12,22,POS,348.61,0,3,0
1302.3,3,POS,103.7,0,1,0
1091.32,23,POS,463.07,0,0,0
125.48,11,ATM,107.84,0,4,0
1025.49,16,ATM,127.82,0,3,1
1613.0,1,Online,148.51,0,5,1
919.02,12,Online,384.27,0,0,0
104.86,17,ATM,213.8,0,5,1
1572.77,14,Online,409.67,0,3,0
403.53,7,POS,392.43,0,3,0
517.98,14,POS,464.75,0,3,0
330.25,0,ATM,378.3,0,2,0
661.1,19,POS,25.96,0,4,0
1513.75,9,ATM,418.64,0,1,0
1039.25,11,POS,469.04,0,2,0
410.56,4,ATM,496.84,0,4,0
1755.78,8,POS,62.63,0,5,0
1759.28,22,POS,306.64,0,1,0
1741.29,7,Online,99.73,0,2,0
478.35,15,Online,131.25,0,2,0
903.03,13,Online,372.79,0,0,0
1969.99,12,Online,488.83,0,2,1
1544.25,22,Online,297.43,0,3,1
55.31,20,Online,425.29,0,5,0
131.34,12,ATM,4.44,0,2,0
928.4,4,ATM,18.32,0,3,0
1818.53,15,Online,298.36,0,4,1
1077.86,10,ATM,194.49,0,4,0
996.13,21,Online,444.88,0,3,0
211.84,4,ATM,150.99,0,0,0
1313.9,12,POS,216.03,0,0,0
1644.38,10,ATM,263.95,0,4,1
761.46,18,ATM,136.52,0,5,0
1551.45,2,ATM,454.25,0,2,0
1928.99,14,POS,232.27,0,4,0
408.33,6,Online,212.08,0,4,0
1047.14,6,ATM,424.88,0,3,0
574.99,5,ATM,155.99,0,0,0
1585.92,2,POS,408.73,0,5,1
1155.61,12,Online,61.14,0,3,1
1269.53,6,ATM,91.39,0,4,0
1596.03,4,POS,475.42,0,1,1
792.54,22,Online,421.22,0,2,0
1830.27,17,Online,193.95,1,4,1
1066.52,21,ATM,319.23,0,3,1
316.75,7,ATM,471.49,0,1,0
1392.1,16,ATM,105.93,0,1,0
1586.73,19,ATM,29.51,0,4,1
634.21,0,POS,268.73,0,5,1
1714.5,13,POS,71.3,0,0,0
